Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
2012/10,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18936.8
2012/11,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18930.2
2012/12,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18971.3
2013/01,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18956.5
2013/02,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18981.3
2013/03,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18997.1
2013/04,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,18992.4
2013/05,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19018.8
2013/06,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19051.8
2013/07,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19040.4
2013/08,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19073.0
2013/09,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19061.4
2013/10,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19073.3
2013/11,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19069.9
2013/12,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19107.9
2014/01,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19092.2
2014/02,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19106.3
2014/03,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19112.1
2014/04,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19091.7
2014/05,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19093.6
2014/06,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19109.6
2014/07,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19141.4
2014/08,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19108.4
2014/09,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19143.7
2014/10,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19146.2
2014/11,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19142.0
2014/12,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19127.7
2015/01,Canada,Labour force,"Total, all industries (x 1,000)",v13682054,1.1.1,19148.4
1987/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3915.3
1987/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3914.4
1987/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3928.8
1987/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3922.5
1987/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3948.0
1987/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3963.5
1987/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3969.2
1987/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3973.7
1987/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3975.0
1987/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3977.5
1987/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3990.1
1987/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4024.3
1988/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4020.5
1988/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4025.6
1988/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4035.1
1988/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4034.9
1988/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4030.6
1988/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4028.9
1988/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4061.8
1988/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4053.8
1988/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4070.3
1988/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4086.8
1988/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4091.2
1988/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4101.5
1989/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4108.8
1989/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4118.0
1989/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4118.9
1989/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4134.3
1989/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4133.3
1989/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4134.4
1989/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4120.6
1989/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4138.6
1989/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4112.6
1989/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4100.5
1989/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4132.8
1989/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4140.8
1990/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4167.0
1990/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4163.7
1990/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4131.2
1990/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4148.0
1990/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4120.5
1990/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4132.5
1990/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4126.9
1990/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4137.9
1990/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4125.9
1990/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4107.7
1990/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4080.2
1990/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4066.3
1991/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4052.8
1991/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4030.5
1991/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4013.4
1991/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3989.8
1991/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4002.9
1991/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4020.3
1991/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3990.9
1991/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3961.5
1991/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3951.4
1991/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3934.9
1991/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3906.3
1991/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3875.9
1992/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3853.0
1992/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3835.3
1992/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3833.7
1992/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3821.8
1992/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3832.3
1992/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3853.4
1992/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3858.7
1992/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3844.3
1992/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3815.6
1992/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3793.7
1992/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3815.5
1992/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3786.9
1993/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3759.1
1993/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3735.7
1993/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3743.5
1993/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3733.4
1993/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3726.6
1993/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3723.1
1993/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3737.8
1993/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3716.7
1993/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3722.6
1993/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3712.0
1993/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3726.5
1993/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3695.0
1994/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3690.9
1994/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3695.2
1994/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3706.0
1994/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3735.4
1994/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3731.7
1994/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3738.8
1994/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3737.6
1994/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3751.1
1994/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3785.0
1994/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3775.0
1994/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3800.4
1994/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3802.0
1995/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3800.8
1995/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3797.1
1995/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3808.7
1995/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3796.1
1995/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3812.1
1995/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3810.6
1995/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3786.3
1995/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3781.8
1995/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3786.4
1995/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3773.3
1995/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3757.5
1995/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3774.7
1996/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3778.3
1996/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3782.1
1996/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3780.9
1996/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3778.2
1996/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3780.8
1996/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3778.0
1996/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3802.0
1996/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3801.4
1996/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3801.6
1996/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3813.4
1996/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3826.5
1996/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3830.4
1997/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3848.5
1997/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3842.3
1997/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3829.8
1997/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3818.6
1997/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3823.0
1997/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3829.7
1997/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3834.1
1997/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3855.3
1997/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3876.9
1997/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3884.0
1997/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3912.7
1997/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3912.9
1998/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3932.1
1998/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3942.0
1998/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3940.4
1998/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3949.3
1998/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3952.1
1998/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3958.1
1998/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3991.5
1998/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3996.3
1998/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3976.7
1998/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3971.2
1998/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3975.7
1998/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3980.6
1999/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3978.8
1999/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3981.4
1999/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3990.9
1999/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,3992.4
1999/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4008.2
1999/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4008.0
1999/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4017.4
1999/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4022.6
1999/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4026.8
1999/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4027.7
1999/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4031.5
1999/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4048.9
2000/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4058.9
2000/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4064.4
2000/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4060.8
2000/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4054.8
2000/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4051.5
2000/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4039.2
2000/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4039.2
2000/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4034.3
2000/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4062.7
2000/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4057.7
2000/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4059.3
2000/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4088.3
2001/01,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4076.4
2001/02,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4066.9
2001/03,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4081.0
2001/04,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4082.1
2001/05,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4067.6
2001/06,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4045.1
2001/07,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4044.7
2001/08,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4046.6
2001/09,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4057.8
2001/10,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4058.2
2001/11,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4037.4
2001/12,Canada,Labour force,"Goods-producing sector (x 1,000)",v13682055,1.1.2,4054.3
