Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2010/10,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2667.0
2010/11,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2709.2
2010/12,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2734.9
2011/01,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2671.2
2011/02,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2641.2
2011/03,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2626.6
2011/04,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2641.2
2011/05,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2678.3
2011/06,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2690.4
2011/07,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2715.3
2011/08,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2715.0
2011/09,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2683.2
2011/10,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2683.1
2011/11,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2689.2
2011/12,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2700.1
2012/01,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2632.6
2012/02,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2600.3
2012/03,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2612.6
2012/04,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2643.9
2012/05,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2663.3
2012/06,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2671.0
2012/07,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2650.7
2012/08,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2692.1
2012/09,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2660.2
2012/10,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2666.5
2012/11,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2696.3
2012/12,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2741.1
2013/01,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2683.8
2013/02,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2653.3
2013/03,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2632.3
2013/04,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2664.4
2013/05,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2714.0
2013/06,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2736.8
2013/07,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2750.7
2013/08,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2739.4
2013/09,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2723.8
2013/10,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2714.4
2013/11,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2746.3
2013/12,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2769.2
2014/01,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2696.9
2014/02,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2688.6
2014/03,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2680.7
2014/04,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2702.1
2014/05,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2727.0
2014/06,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2742.9
2014/07,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2778.2
2014/08,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2769.6
2014/09,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2726.5
2014/10,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2748.7
2014/11,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2736.4
2014/12,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2753.9
2015/01,Canada,"Total employed, all months (x 1,000)",Trade,Both sexes,2682.8
2010/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,794.2
2010/02,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,799.8
2010/03,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,790.3
2010/04,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,789.3
2010/05,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,816.2
2010/06,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,824.0
2010/07,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,806.6
2010/08,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,817.4
2010/09,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,832.9
2010/10,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,827.6
2010/11,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,827.0
2010/12,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,843.5
2011/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,830.2
2011/02,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,835.5
2011/03,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,833.5
2011/04,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,828.6
2011/05,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,830.8
2011/06,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,851.9
2011/07,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,856.6
2011/08,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,862.5
2011/09,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,863.2
2011/10,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,866.3
2011/11,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,867.6
2011/12,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,868.0
2012/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,846.2
2012/02,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,835.0
2012/03,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,834.4
2012/04,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,849.1
2012/05,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,856.6
2012/06,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,860.5
2012/07,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,856.9
2012/08,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,858.0
2012/09,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,877.9
2012/10,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,877.3
2012/11,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,866.4
2012/12,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,870.4
2013/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,871.3
2013/02,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,876.6
2013/03,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,866.1
2013/04,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,878.7
2013/05,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,885.3
2013/06,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,889.4
2013/07,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,867.6
2013/08,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,882.5
2013/09,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,901.5
2013/10,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,885.6
2013/11,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,896.8
2013/12,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,893.1
2014/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,892.5
2014/02,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,891.3
2014/03,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,893.2
2014/04,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,891.8
2014/05,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,901.3
2014/06,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,907.3
2014/07,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,877.0
2014/08,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,882.3
2014/09,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,896.2
2014/10,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,908.0
2014/11,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,912.0
2014/12,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,908.8
2015/01,Canada,"Total employed, all months (x 1,000)",Transportation and warehousing,Both sexes,895.1
2010/01,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1080.2
2010/02,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1074.8
2010/03,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1068.3
2010/04,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1070.6
2010/05,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1074.6
2010/06,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1087.9
2010/07,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1079.6
2010/08,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1077.4
2010/09,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1063.3
2010/10,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1078.4
2010/11,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1070.0
2010/12,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1061.8
2011/01,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1063.7
2011/02,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1067.2
2011/03,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1067.0
2011/04,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1085.2
2011/05,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1091.4
2011/06,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1104.5
2011/07,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1101.7
2011/08,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1096.8
2011/09,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1066.7
2011/10,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1058.1
2011/11,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1056.5
2011/12,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1053.6
2012/01,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1042.7
2012/02,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1046.9
2012/03,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1050.7
2012/04,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1058.5
2012/05,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1046.4
2012/06,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1067.2
2012/07,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1082.8
2012/08,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1084.4
2012/09,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1064.3
2012/10,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1069.6
2012/11,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1069.3
2012/12,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1058.4
2013/01,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1060.4
2013/02,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1069.4
2013/03,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1062.3
2013/04,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1070.2
2013/05,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1082.9
2013/06,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1082.9
2013/07,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1096.1
2013/08,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1098.3
2013/09,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1080.8
2013/10,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1073.4
2013/11,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1080.7
2013/12,Canada,"Total employed, all months (x 1,000)","Finance, insurance, real estate and leasing",Both sexes,1088.9
